sample_id,chosen_combined,rejected_combined,chosen_elo,rejected_elo,combined_correlation
0,0.12316891205393041,0.1257010920939846,1499.263693206478,1531.9661669788793,0.9999999999999999
1,0.1257010920939846,0.13711421493952947,1531.9661669788793,1500.734673623596,-0.9999999999999999
2,0.11142139359165601,0.14662476959073353,1530.5304984710244,1530.5304984710244,
3,0.11142139359165601,0.14662476959073353,1530.5304984710244,1530.5304984710244,
4,0.13443733798901036,0.11660895626186596,1500.0323497647144,1498.5612260339533,0.9999999999999999
5,0.13974236860512018,0.13974236860512018,1532.6701174078105,1532.6701174078105,
6,0.09277881395499765,0.09277881395499765,1531.263693206478,1531.263693206478,
7,0.11207733255416905,0.08474105247420505,1497.860114141141,1501.4374186863345,-0.9999999999999999
8,0.11144696494362347,0.11144696494362347,1531.263693206478,1531.263693206478,
9,0.17373441198993808,0.17373441198993808,1529.86146177277,1529.86146177277,
10,0.09407264501720189,0.1324458227461796,1530.4953386056566,1500.736306793522,-0.9999999999999999
11,0.10159330453486798,0.09407264501720189,1500.0338330211207,1530.4953386056566,-0.9999999999999999
12,0.12425551930342701,0.12425551930342701,1531.263693206478,1531.263693206478,
13,0.166671187161822,0.13390797412657668,1500.736306793522,1499.3315091622376,0.9999999999999999
14,0.13558800834227486,0.13929605636776202,1530.5304984710244,1530.5304984710244,
15,0.13929605636776202,0.13558800834227486,1530.5304984710244,1530.5304984710244,
16,0.1303279627585821,0.12288213007357279,1500.0323497647144,1498.5612260339533,0.9999999999999999
17,0.14892739573777172,0.14892739573777172,1532.6701174078105,1532.6701174078105,
18,0.11679225381648653,0.14452867419471305,1532.0,1500.0,-0.9999999999999999
19,0.12945008172351719,0.11679225381648653,1500.0,1532.0,-0.9999999999999999
20,0.1008752346991586,0.09512672182276277,1530.5304984710244,1530.5304984710244,
21,0.1008752346991586,0.09512672182276277,1530.5304984710244,1530.5304984710244,
22,0.12169977067422454,0.162258413766402,1530.5304984710244,1530.5304984710244,
23,0.12169977067422454,0.162258413766402,1530.5304984710244,1530.5304984710244,
24,0.13784714446022484,0.15728120513516108,1530.5304984710244,1530.5304984710244,
25,0.15728120513516108,0.13784714446022484,1530.5304984710244,1530.5304984710244,
26,0.13554559093126672,0.16939470248467975,1499.263693206478,1499.3315091622376,0.9999999999999999
27,0.10456428778384766,0.10456428778384766,1532.6684908377624,1532.6684908377624,
28,0.10273792212836333,0.10273792212836333,1522.1302740415924,1522.1302740415924,
29,0.12402503654236033,0.11508190506208459,1663.9294991580157,1526.1590827406103,0.9999999999999999
30,0.10273792212836333,0.10273792212836333,1522.1302740415924,1522.1302740415924,
31,0.11508190506208459,0.11508190506208459,1526.1590827406103,1526.1590827406103,
32,0.10572567791735171,0.12402503654236033,1287.7811440597811,1663.9294991580157,0.9999999999999999
33,0.12402503654236033,0.11508190506208459,1663.9294991580157,1526.1590827406103,0.9999999999999999
34,0.10273792212836333,0.12402503654236033,1522.1302740415924,1663.9294991580157,0.9999999999999999
35,0.12402503654236033,0.10572567791735171,1663.9294991580157,1287.7811440597811,0.9999999999999999
36,0.10273792212836333,0.10273792212836333,1522.1302740415924,1522.1302740415924,
37,0.12402503654236033,0.11508190506208459,1663.9294991580157,1526.1590827406103,0.9999999999999999
38,0.10273792212836333,0.12402503654236033,1522.1302740415924,1663.9294991580157,0.9999999999999999
39,0.11508190506208459,0.11508190506208459,1526.1590827406103,1526.1590827406103,
40,0.10273792212836333,0.12402503654236033,1522.1302740415924,1663.9294991580157,0.9999999999999999
41,0.12402503654236033,0.10572567791735171,1663.9294991580157,1287.7811440597811,0.9999999999999999
42,0.10572567791735171,0.12402503654236033,1287.7811440597811,1663.9294991580157,0.9999999999999999
43,0.12402503654236033,0.11508190506208459,1663.9294991580157,1526.1590827406103,0.9999999999999999
44,0.10273792212836333,0.12402503654236033,1522.1302740415924,1663.9294991580157,0.9999999999999999
45,0.11508190506208459,0.11508190506208459,1526.1590827406103,1526.1590827406103,
46,0.10273792212836333,0.10273792212836333,1522.1302740415924,1522.1302740415924,
47,0.12402503654236033,0.11508190506208459,1663.9294991580157,1526.1590827406103,0.9999999999999999
48,0.10273792212836333,0.12402503654236033,1522.1302740415924,1663.9294991580157,0.9999999999999999
49,0.12402503654236033,0.11508190506208459,1663.9294991580157,1526.1590827406103,0.9999999999999999
50,0.10273792212836333,0.12402503654236033,1522.1302740415924,1663.9294991580157,0.9999999999999999
51,0.12402503654236033,0.10572567791735171,1663.9294991580157,1287.7811440597811,0.9999999999999999
52,0.10273792212836333,0.10273792212836333,1522.1302740415924,1522.1302740415924,
53,0.12402503654236033,0.11508190506208459,1663.9294991580157,1526.1590827406103,0.9999999999999999
54,0.10273792212836333,0.12402503654236033,1522.1302740415924,1663.9294991580157,0.9999999999999999
55,0.11508190506208459,0.11508190506208459,1526.1590827406103,1526.1590827406103,
56,0.10572567791735171,0.12402503654236033,1287.7811440597811,1663.9294991580157,0.9999999999999999
57,0.12402503654236033,0.11508190506208459,1663.9294991580157,1526.1590827406103,0.9999999999999999
58,0.10273792212836333,0.10273792212836333,1522.1302740415924,1522.1302740415924,
59,0.11508190506208459,0.11508190506208459,1526.1590827406103,1526.1590827406103,
60,0.10273792212836333,0.12402503654236033,1522.1302740415924,1663.9294991580157,0.9999999999999999
61,0.12402503654236033,0.11508190506208459,1663.9294991580157,1526.1590827406103,0.9999999999999999
62,0.10273792212836333,0.12402503654236033,1522.1302740415924,1663.9294991580157,0.9999999999999999
63,0.12402503654236033,0.11508190506208459,1663.9294991580157,1526.1590827406103,0.9999999999999999
64,0.10273792212836333,0.12402503654236033,1522.1302740415924,1663.9294991580157,0.9999999999999999
65,0.12402503654236033,0.11508190506208459,1663.9294991580157,1526.1590827406103,0.9999999999999999
66,0.09912535095758956,0.09275727682888757,1530.5304984710244,1530.5304984710244,
67,0.09275727682888757,0.09912535095758956,1530.5304984710244,1530.5304984710244,
68,0.0933108489510059,0.11899898689325818,1499.263693206478,1499.3315091622376,0.9999999999999999
69,0.1101336535933931,0.1101336535933931,1532.6684908377624,1532.6684908377624,
